,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
2744,7744,For sale,Imanta,Jūrmalas g. 99,3,64.0,4.0,9.0,602.,Panel,All amenities
2747,7747,For sale,centrs,Lāčplēša 87e,5,135.0,4.0,5.0,P. kara,Brick,All amenities
2748,7748,For sale,Teika,Ropažu 93,1,26.0,2.0,2.0,P. kara,Wood,Partial amenities
2751,7751,For sale,centrs,Strēlnieku 19,3,77.0,1.0,3.0,P. kara,Masonry,All amenities
2752,7752,For sale,Ķengarags,Maskavas 266/3,2,46.0,1.0,5.0,Hrušč.,Panel,All amenities
2753,7753,For sale,Ķengarags,Prūšu 73,2,38.0,3.0,5.0,LT proj.,Panel,All amenities
2754,7754,For sale,Iļģuciems,Lidoņu 12,2,49.0,1.0,2.0,Specpr.,Brick,All amenities
2755,7755,For sale,Mežciems,Hipokrāta 37,3,64.0,2.0,9.0,602.,Panel,All amenities
2756,7756,For sale,Teika,Ropažu 78,2,39.0,5.0,5.0,Hrušč.,Brick,All amenities
2757,7757,For sale,centrs,Klijānu 16,3,121.0,8.0,9.0,Jaun.,Masonry,All amenities
2759,7759,For sale,Mežaparks,Visbijas pr. 45,3,110.0,2.0,3.0,Jaun.,Masonry,All amenities
2761,7761,For sale,Vecmīlgrāvis,Kalngales 1,2,50.0,1.0,9.0,602.,Panel,All amenities
2765,7765,For sale,Āgenskalns,Zeļļu 13,2,50.0,2.0,3.0,P. kara,Wood,All amenities
2767,7767,For sale,Pļavnieki,Ulbrokas 12,2,67.2,7.0,9.0,Jaun.,Brick-Panel,All amenities
2769,7769,For sale,centrs,Valdemāra 37,3,77.6,5.0,6.0,Renov.,Masonry,All amenities
2770,7770,For sale,Imanta,Anniņmuižas bulvāris 43,2,54.0,17.0,24.0,Jaun.,Panel,All amenities
2776,7776,For sale,centrs,Tallinas 20,3,49.0,4.0,5.0,P. kara,Brick,All amenities
2777,7777,For sale,Jugla,Vangažu 15,1,33.0,1.0,12.0,Specpr.,Brick-Panel,All amenities
2778,7778,For sale,Pļavnieki,Saharova 5,3,62.0,8.0,9.0,602.,Panel,All amenities
2782,7782,For sale,centrs,Marijas 16,2,45.0,7.0,7.0,Renov.,Masonry,All amenities
2783,7783,For sale,centrs,Valdemāra 37,3,78.0,3.0,6.0,Renov.,Masonry,All amenities
2784,7784,For sale,Krasta r-ns,Maskavas 198,2,56.0,5.0,5.0,Staļina,Brick,All amenities
2785,7785,For sale,Grīziņkalns,Asara 12,2,37.0,4.0,5.0,Renov.,Masonry,All amenities
2786,7786,For sale,centrs,Čaka 36,2,48.0,2.0,4.0,Renov.,Masonry,All amenities
2787,7787,For sale,centrs,Stabu 57,3,99.0,4.0,4.0,P. kara,Brick,All amenities
2788,7788,For sale,centrs,Upes 3,2,44.0,1.0,4.0,Hrušč.,Brick,All amenities
2790,7790,For sale,centrs,Blaumaņa 27,3,101.0,5.0,5.0,P. kara,Brick,All amenities
2792,7792,For sale,Purvciems,Mārcienas 8,4,94.0,9.0,9.0,119.,Panel,All amenities
2793,7793,For sale,Mežaparks,Ezermalas 19,3,70.0,1.0,12.0,Specpr.,Brick-Panel,All amenities
2802,7802,For sale,Iļģuciems,Buļļu 25,1,44.0,7.0,9.0,Specpr.,Panel,All amenities
2803,7803,For sale,Sarkandaugava,Sarkandaugavas 26,2,45.0,5.0,5.0,Hrušč.,Brick,All amenities
2804,7804,For sale,Sarkandaugava,Sarkandaugavas 26,2,41.0,1.0,5.0,Hrušč.,Brick,All amenities
2805,7805,For sale,Ķengarags,Maltas 15,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
2808,7808,For sale,Purvciems,Vaidavas 8,2,42.0,3.0,5.0,Hrušč.,Brick,All amenities
2809,7809,For sale,Krasta r-ns,Dzērvju 10,3,60.0,4.0,9.0,467.,Panel,All amenities
2810,7810,For sale,Imanta,Jūrmalas g. 95,2,50.0,4.0,9.0,602.,Panel,All amenities
2811,7811,For sale,Jugla,Ciemupes 1,3,100.0,2.0,9.0,Jaun.,Masonry,All amenities
2812,7812,For sale,Imanta,Dammes 31,2,49.0,9.0,9.0,602.,Panel,All amenities
2813,7813,For sale,Imanta,Kooperatīva 4a,3,61.0,1.0,5.0,LT proj.,Panel,All amenities
2814,7814,For sale,centrs,Zaļā 10,3,86.0,1.0,5.0,P. kara,Masonry,All amenities
2815,7815,For sale,Bolderāja,Gobas 35,2,49.0,5.0,5.0,LT proj.,Panel,All amenities
2816,7816,For sale,centrs,Ģertrūdes 98,1,21.0,4.0,5.0,P. kara,Masonry,Partial amenities
2817,7817,For sale,Mežaparks,Viestura pr. 16,2,49.0,2.0,9.0,467.,Panel,All amenities
2818,7818,For sale,Jugla,Ciemupes 1,2,102.0,5.0,9.0,Jaun.,Brick-Panel,All amenities
2819,7819,For sale,Maskavas priekšpilsēta,Katoļu 9,2,61.0,3.0,6.0,Renov.,Brick-Panel,All amenities
2820,7820,For sale,Purvciems,Madonas 23,1,53.0,4.0,17.0,Specpr.,Brick-Panel,All amenities
2822,7822,For sale,Purvciems,Andromedas g. 12,1,29.0,4.0,5.0,LT proj.,Panel,All amenities
2825,7825,For sale,Vecrīga,Mārstaļu 2k4,4,126.0,4.0,4.0,Specpr.,Masonry,All amenities
2837,7837,For sale,centrs,Tallinas 38,3,75.0,2.0,4.0,P. kara,Masonry,All amenities
2838,7838,For sale,centrs,Ģertrūdes 30,5,140.0,6.0,6.0,Renov.,Masonry,All amenities
2839,7839,For sale,centrs,Barona 36,3,87.0,4.0,6.0,Renov.,Masonry,All amenities
2840,7840,For sale,centrs,Stabu 60,4,123.0,3.0,5.0,P. kara,Brick,All amenities
2843,7843,For sale,Ķengarags,Maskavas 252 k-6,2,47.0,4.0,5.0,LT proj.,Panel,All amenities
2844,7844,For sale,centrs,Valdemāra 69,1,14.0,3.0,6.0,Renov.,Masonry,All amenities
2845,7845,For sale,centrs,Lāčplēša 7,3,82.0,2.0,5.0,P. kara,Masonry,All amenities
2848,7848,For sale,Ķengarags,Maskavas 252k5,2,48.0,3.0,5.0,LT proj.,Panel,All amenities
2849,7849,For sale,Ķīpsala,Zvejnieku 9,1,33.0,1.0,1.0,P. kara,Brick,All amenities
2850,7850,For sale,Iļģuciems,Saulgožu 13,2,41.0,5.0,6.0,Hrušč.,Brick,All amenities
2853,7853,For sale,centrs,Ausekļa 7,2,70.0,5.0,6.0,P. kara,Masonry,All amenities
2855,7855,For sale,Teika,Ūnijas 58a,3,59.0,4.0,5.0,LT proj.,Panel,All amenities
2856,7856,For sale,Ziepniekkalns,Dignājas 3,4,94.0,5.0,5.0,Jaun.,Panel,All amenities
2857,7857,For sale,Purvciems,Deglava 164,1,32.0,4.0,9.0,602.,Panel-Brick,All amenities
2858,7858,For sale,centrs,Ģertrūdes 30,5,139.0,3.0,6.0,Renov.,Masonry,All amenities
2859,7859,For sale,centrs,Barona 80,1,32.0,3.0,4.0,Staļina,Brick,All amenities
2860,7860,For sale,Teika,Bērzpils 1,2,47.0,2.0,5.0,Specpr.,Brick,All amenities
2862,7862,For sale,Krasta r-ns,Zilupes 23,1,26.0,2.0,2.0,P. kara,Wood,Partial amenities
2863,7863,For sale,centrs,Tallinas 86,3,72.0,3.0,5.0,Renov.,Masonry,All amenities
2864,7864,For sale,Šampēteris-Pleskodāle,Šampētera 9,2,53.0,2.0,2.0,Renov.,Wood,All amenities
2865,7865,For sale,centrs,Tomsona 21,2,57.0,1.0,6.0,P. kara,Masonry,All amenities
2866,7866,For sale,Bolderāja,Stagaru 4,1,35.0,4.0,5.0,Hrušč.,Brick-Panel,All amenities
2867,7867,For sale,Dzegužkalns,Purva 25,2,37.4,4.0,5.0,LT proj.,Panel,All amenities
2869,7869,For sale,Purvciems,Ūnijas 67,3,88.0,6.0,6.0,Jaun.,Panel,All amenities
2870,7870,For sale,Purvciems,Ūnijas 67,3,79.8,2.0,6.0,Jaun.,Panel,All amenities
2871,7871,For sale,Purvciems,Ūnijas 67,3,87.0,2.0,6.0,Jaun.,Panel,All amenities
2872,7872,For sale,Purvciems,Ūnijas 67,3,88.4,6.0,6.0,Jaun.,Panel,All amenities
2875,7875,For sale,Purvciems,Ūnijas 67,4,107.5,5.0,6.0,Jaun.,Panel,All amenities
2876,7876,For sale,Ķengarags,Maskavas 381,1,17.0,1.0,4.0,Staļina,Masonry,All amenities
2877,7877,For sale,Šampēteris-Pleskodāle,Irlavas 20,4,98.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
2878,7878,For sale,Purvciems,Ūnijas 67,3,67.0,3.0,6.0,Jaun.,Panel,All amenities
2879,7879,For sale,centrs,Indrānu 8,2,56.0,2.0,7.0,Jaun.,Brick-Panel,All amenities
2883,7883,For sale,Čiekurkalns,Čiekurkalna 2. l. 23,1,28.0,2.0,2.0,P. kara,Brick,All amenities
2884,7884,For sale,Imanta,Kurzemes pr. 34,3,66.0,5.0,5.0,LT proj.,Panel,All amenities
2886,7886,For sale,Iļģuciems,Dzirciema 59,2,50.0,5.0,9.0,467.,Panel,All amenities
2889,7889,For sale,Daugavgrīva,Parādes 1,3,67.0,5.0,5.0,103.,Brick-Panel,All amenities
2893,7893,For sale,Pļavnieki,Pļavnieku 12,1,40.0,2.0,9.0,M. ģim.,Panel,All amenities
2898,7898,For sale,Klīversala,Kuģu 15,2,68.0,6.0,6.0,Jaun.,Masonry,All amenities
2899,7899,For sale,Mežciems,Druvienas 34,2,49.0,4.0,5.0,LT proj.,Panel,All amenities
2900,7900,For sale,Teika,Brīvības gatve 236,2,57.0,4.0,5.0,Staļina,Masonry,All amenities
2901,7901,For sale,Klīversala,Kuģu 15,4,171.0,6.0,7.0,Jaun.,Masonry,All amenities
2902,7902,For sale,Ķengarags,Lokomotīves 22,3,58.0,5.0,5.0,Specpr.,Brick,All amenities
2903,7903,For sale,Pļavnieki,Pļavnieku 8,3,63.0,1.0,9.0,602.,Panel,All amenities
2904,7904,For sale,Klīversala,Kuģu 15,3,78.0,3.0,3.0,Renov.,Brick,All amenities
2905,7905,For sale,Klīversala,Kuģu 15,2,42.0,2.0,3.0,Renov.,Brick,All amenities
2906,7906,For sale,Mangaļi,Mores 17,2,53.0,1.0,3.0,Jaun.,Masonry,All amenities
2907,7907,For sale,centrs,Ģertrūdes 113,2,43.0,3.0,7.0,P. kara,Masonry,All amenities
2908,7908,For sale,Purvciems,Ķeguma 60,1,40.0,5.0,5.0,M. ģim.,Panel,All amenities
2909,7909,For sale,Ķengarags,Aglonas 2,2,50.0,7.0,12.0,Čehu pr.,Brick,All amenities
2910,7910,For sale,centrs,Brīvības 147,3,75.0,3.0,6.0,Renov.,Masonry,All amenities
2911,7911,For sale,Ziepniekkalns,Bauskas 151,2,33.0,2.0,2.0,P. kara,Wood,Partial amenities
2912,7912,For sale,Vecrīga,Kungu 25,4,93.0,3.0,5.0,Jaun.,Masonry,All amenities
2913,7913,For sale,Vecmīlgrāvis,Melīdas 11,4,78.0,3.0,9.0,467.,Panel-Brick,All amenities
2914,7914,For sale,Āgenskalns,Kalnciema 81,4,87.0,2.0,2.0,P. kara,Masonry,All amenities
2916,7916,For sale,Mežciems,Biķernieku 160,3,77.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
2919,7919,For sale,Imanta,Anniņmuižas bulvāris 38k1,3,80.0,14.0,18.0,Jaun.,Brick-Panel,All amenities
2920,7920,For sale,Pļavnieki,Rudens 5,1,35.0,1.0,9.0,602.,Panel,All amenities
2921,7921,For sale,Purvciems,Kurmju 7,2,42.0,2.0,2.0,Specpr.,Brick,All amenities
2922,7922,For sale,centrs,Stabu 62,3,83.0,4.0,5.0,P. kara,Masonry,All amenities
2923,7923,For sale,Pļavnieki,Salnas 3,4,77.0,7.0,9.0,602.,Panel,All amenities
2924,7924,For sale,Purvciems,Dzelzavas 23,3,64.0,7.0,9.0,602.,Panel,All amenities
2925,7925,For sale,Pļavnieki,J. Vācieša 2g,1,44.0,5.0,16.0,Specpr.,Panel,All amenities
2926,7926,For sale,Čiekurkalns,Rusova 9,3,77.0,1.0,7.0,Jaun.,Brick,All amenities
2927,7927,For sale,Ziepniekkalns,Zaļenieku 22,3,55.0,2.0,5.0,Hrušč.,Brick,All amenities
2929,7929,For sale,Iļģuciems,Grīvas 25,1,39.0,1.0,5.0,Hrušč.,Brick,All amenities
2930,7930,For sale,Purvciems,Deglava 61,4,92.0,7.0,10.0,119.,Panel,All amenities
2931,7931,For sale,Imanta,Anniņmuižas bulvāris 38k4,3,82.0,9.0,18.0,Jaun.,Panel,All amenities
2932,7932,For sale,Āgenskalns,Mārupes 10,2,50.0,2.0,4.0,Staļina,Brick,All amenities
2934,7934,For sale,Mangaļi,Ezera 21,2,55.0,4.0,4.0,Staļina,Brick,All amenities
2937,7937,For sale,Āgenskalns,M. Nometņu 76,2,49.0,2.0,2.0,Renov.,Wood,All amenities
2938,7938,For sale,centrs,Merķeļa 7,1,19.21,2.0,5.0,P. kara,Masonry,All amenities
2939,7939,For sale,centrs,Merķeļa 7,1,31.88,2.0,5.0,P. kara,Masonry,All amenities
2940,7940,For sale,centrs,Merķeļa 7,1,31.52,3.0,5.0,P. kara,Masonry,All amenities
2941,7941,For sale,centrs,Merķeļa 7,1,23.82,3.0,5.0,P. kara,Masonry,All amenities
2942,7942,For sale,Vecrīga,Šķūņu 6,1,20.0,2.0,4.0,P. kara,Masonry,All amenities
2943,7943,For sale,Vecrīga,Šķūņu 6,1,25.0,2.0,4.0,P. kara,Masonry,All amenities
2945,7945,For sale,Vecrīga,Šķūņu 6,2,47.0,2.0,4.0,P. kara,Masonry,All amenities
2947,7947,For sale,Vecrīga,Šķūņu 6,1,34.0,4.0,4.0,P. kara,Masonry,All amenities
2949,7949,For sale,Daugavgrīva,Lēpju 5,3,60.0,5.0,5.0,Specpr.,Brick,All amenities
2950,7950,For sale,centrs,Čaka 36,4,84.0,2.0,5.0,P. kara,Masonry,All amenities
2951,7951,For sale,Sarkandaugava,Aptiekas 6,2,45.4,2.0,5.0,Staļina,Brick,All amenities
2952,7952,For sale,Ķengarags,Aviācijas 1,2,51.0,1.0,5.0,LT proj.,Panel,All amenities
2953,7953,For sale,centrs,Lāčplēša 11,4,142.0,5.0,7.0,Jaun.,Masonry,All amenities
2957,7957,For sale,Pļavnieki,Saharova 1,3,60.0,4.0,9.0,602.,Panel,All amenities
2958,7958,For sale,Teika,Launkalnes 12,1,33.0,4.0,5.0,103.,Brick-Panel,All amenities
2960,7960,For sale,Iļģuciems,Buļļu 42 a,1,45.0,5.0,9.0,119.,Panel,All amenities
2963,7963,For sale,Dzegužkalns,Ūdens 12,3,88.0,4.0,6.0,Renov.,Brick-Panel,All amenities
2965,7965,For sale,Teika,Ropažu 91,1,21.0,1.0,2.0,P. kara,Wood,Partial amenities
2969,7969,For sale,Purvciems,Stirnu 35a,3,61.0,4.0,9.0,602.,Panel,All amenities
2971,7971,For sale,Ķengarags,Maskavas 321,2,39.0,2.0,5.0,LT proj.,Panel,All amenities
2973,7973,For sale,Vecrīga,Grēcinieku 26,3,89.3,3.0,4.0,Renov.,Masonry,All amenities
2976,7976,For sale,centrs,Brīvības iela 48,4,136.0,4.0,5.0,P. kara,Masonry,All amenities
2980,7980,For sale,Purvciems,Dzelzavas 37,4,74.0,1.0,9.0,602.,Panel,All amenities
2981,7981,For sale,Pļavnieki,Jasmuižas 11,2,47.0,4.0,8.0,602.,Panel,All amenities
2982,7982,For sale,Mežciems,Druvienas 36,3,62.0,5.0,9.0,602.,Panel,All amenities
2983,7983,For sale,Ķengarags,Maskavas 250/6,2,37.0,1.0,5.0,LT proj.,Panel,All amenities
2984,7984,For sale,Purvciems,Nīcgales 53,1,42.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities
2989,7989,For sale,Krasta r-ns,Kojusalas 25,2,37.0,2.0,3.0,P. kara,Brick,All amenities
2991,7991,For sale,Purvciems,Dzelzavas 11,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities
2992,7992,For sale,Imanta,Rigondas g. 10,2,52.0,8.0,9.0,602.,Panel,All amenities
2993,7993,For sale,centrs,Teātra 12,5,136.0,6.0,7.0,P. kara,Masonry,All amenities
2994,7994,For sale,Dzegužkalns,Kreslera 1,4,89.6,1.0,3.0,Specpr.,Brick-Panel,Partial amenities
2995,7995,For sale,Sarkandaugava,Ceļinieku 12,1,15.0,2.0,3.0,P. kara,Masonry,Partial amenities
2996,7996,For sale,Vecrīga,Teātra 12,5,136.0,6.0,7.0,P. kara,Masonry,All amenities
2999,7999,For sale,Vecrīga,Jēkaba 26,2,67.0,5.0,5.0,P. kara,Masonry,All amenities
3000,8000,For sale,Šķirotava,Šķirotavas 3a,3,56.0,4.0,5.0,Specpr.,Brick,All amenities
3001,8001,For sale,Pļavnieki,Salnas 28,2,53.0,3.0,9.0,602.,Panel,All amenities
3003,8003,For sale,Mežciems,Gaiļezera 4,4,124.0,9.0,10.0,602.,Panel,All amenities
3004,8004,For sale,centrs,Zaļā 7,3,75.0,1.0,4.0,P. kara,Brick,All amenities
3017,8017,For sale,Mežciems,Kaivas 50,3,88.0,4.0,5.0,Jaun.,Panel-Brick,All amenities
3028,8028,For sale,Maskavas priekšpilsēta,Viļānu 6,2,50.0,3.0,5.0,LT proj.,Panel,All amenities
3029,8029,For sale,Pļavnieki,Jasmuižas 18,2,62.0,1.0,10.0,Jaun.,Masonry,All amenities
3030,8030,For sale,Ziepniekkalns,Tadaiķu 1,1,32.0,5.0,5.0,LT proj.,Panel,All amenities
3032,8032,For sale,Jaunciems,Jaunciema g. 167,1,24.0,1.0,2.0,Specpr.,Wood,Partial amenities
3033,8033,For sale,Ziepniekkalns,Bauskas 30,1,26.0,2.0,2.0,Specpr.,Wood,Partial amenities
3034,8034,For sale,Iļģuciems,Daugavgrīvas 91,2,37.0,2.0,3.0,Specpr.,Masonry,Partial amenities
3035,8035,For sale,Bolderāja,Lielā 69,2,37.0,1.0,1.0,Specpr.,Wood,Partial amenities
3036,8036,For sale,Ziepniekkalns,Bauskas 135,1,19.0,2.0,2.0,Specpr.,Wood,Partial amenities
3038,8038,For sale,Bolderāja,Kodola 5,1,25.0,2.0,2.0,Specpr.,Wood,Partial amenities
3039,8039,For sale,Sarkandaugava,Zāģeru 6,1,31.0,3.0,4.0,Specpr.,Masonry,Partial amenities
3040,8040,For sale,Sarkandaugava,Limbažu 7,3,44.0,1.0,3.0,P. kara,Masonry,Partial amenities
3041,8041,For sale,Vecmīlgrāvis,Emmas 14,1,12.0,3.0,3.0,Specpr.,Masonry,All amenities
3042,8042,For sale,Šķirotava,Sila 16,1,18.0,3.0,4.0,Specpr.,Brick,All amenities
3044,8044,For sale,centrs,Čaka 41,5,97.0,2.0,2.0,P. kara,Wood,All amenities
3045,8045,For sale,Jugla,Juglas 2,4,97.0,2.0,9.0,Specpr.,Brick,All amenities
3047,8047,For sale,Torņakalns,Vienības g. x,1,28.0,4.0,5.0,Specpr.,Brick,All amenities
3049,8049,For sale,Ziepniekkalns,Komētas 30,2,66.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
3050,8050,For sale,centrs,Dzirnavu 115,3,47.0,4.0,4.0,P. kara,Brick,All amenities
3054,8054,For sale,Āgenskalns,Tapešu 19,4,74.0,5.0,5.0,Specpr.,Brick,All amenities
3057,8057,For sale,Purvciems,Pūces 51,3,62.0,3.0,9.0,602.,Panel,All amenities
3058,8058,For sale,Āgenskalns,Kapseļu 25a,4,166.0,4.0,4.0,Jaun.,Masonry,All amenities
3059,8059,For sale,Āgenskalns,Kapseļu 25a,3,166.0,4.0,4.0,Jaun.,Masonry,All amenities
3060,8060,For sale,Āgenskalns,Kapseļu 25a,2,67.1,1.0,4.0,Jaun.,Masonry,All amenities
3061,8061,For sale,Āgenskalns,Kapseļu 25a,2,65.0,3.0,4.0,Jaun.,Masonry,All amenities
3063,8063,For sale,Āgenskalns,Kapseļu 25a,2,63.0,3.0,4.0,Jaun.,Masonry,All amenities
3064,8064,For sale,Āgenskalns,Kapseļu 25a,2,59.8,1.0,4.0,Jaun.,Masonry,All amenities
3066,8066,For sale,Iļģuciems,Slokas 72,3,80.0,1.0,3.0,Staļina,Brick,All amenities
3067,8067,For sale,Krasta r-ns,Lubānas 10,3,57.0,3.0,9.0,467.,Panel,All amenities
3068,8068,For sale,Ziepniekkalns,Ozolciema 16,4,90.0,1.0,7.0,119.,Panel,All amenities
3069,8069,For sale,Jugla,Skrudalienas 7,2,49.0,1.0,2.0,Specpr.,Panel-Brick,All amenities
3070,8070,For sale,centrs,Baznīcas 26a,3,104.0,6.0,6.0,Renov.,Brick,All amenities
3072,8072,For sale,Mežciems,Eizenšteina 79,3,64.0,7.0,9.0,602.,Panel,All amenities
3073,8073,For sale,centrs,Arsenāla 7,3,80.0,3.0,5.0,P. kara,Masonry,All amenities
3075,8075,For sale,centrs,Republikas laukums 3,3,127.0,7.0,7.0,Jaun.,Panel,All amenities
3076,8076,For sale,Ķengarags,Krustpils 73,1,12.0,2.0,3.0,M. ģim.,Masonry,All amenities
3078,8078,For sale,centrs,Stabu 100,2,41.0,3.0,7.0,Jaun.,Masonry,All amenities
3079,8079,For sale,centrs,Klijānu 3,2,50.0,2.0,5.0,P. kara,Masonry,All amenities
3089,8089,For sale,Jugla,Juglas 3,2,47.0,2.0,5.0,LT proj.,Panel,All amenities
3091,8091,For sale,centrs,Stabu 100,4,101.0,3.0,7.0,Jaun.,Masonry,All amenities
3093,8093,For sale,Imanta,Kurzemes pr. 34,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
3095,8095,For sale,centrs,Rūpniecības 16,4,110.0,2.0,6.0,P. kara,Masonry,All amenities
3096,8096,For sale,Mežciems,Eizenšteina 63,1,32.0,6.0,9.0,602.,Panel,All amenities
3097,8097,For sale,centrs,Bruņinieku 28,3,84.0,6.0,6.0,P. kara,Masonry,All amenities
3098,8098,For sale,Purvciems,Purvciema 22,1,50.0,6.0,9.0,119.,Panel,All amenities
3102,8102,For sale,Mežaparks,Viestura pr. 69,2,46.0,4.0,5.0,Hrušč.,Brick-Panel,All amenities
3103,8103,For sale,centrs,Valdemāra 37,3,77.0,4.0,6.0,Renov.,Masonry,All amenities
3104,8104,For sale,centrs,Muitas 1,3,104.5,2.0,4.0,Jaun.,Brick-Panel,All amenities
3106,8106,For sale,Šampēteris-Pleskodāle,Stendes 7/4,1,25.0,3.0,3.0,M. ģim.,Brick,All amenities
3107,8107,For sale,centrs,Klusā 20,3,60.0,3.0,9.0,Renov.,Panel-Brick,All amenities
3109,8109,For sale,Mežaparks,Sakses 2,3,100.0,2.0,3.0,P. kara,Wood,All amenities
3110,8110,For sale,centrs,Barona 24/26,2,41.0,6.0,6.0,Renov.,Masonry,All amenities
3111,8111,For sale,Maskavas priekšpilsēta,Katoļu 9,1,29.0,4.0,6.0,Renov.,Masonry,All amenities
3112,8112,For sale,Maskavas priekšpilsēta,Katoļu 9,3,50.2,3.0,6.0,Jaun.,Masonry,All amenities
3113,8113,For sale,Jugla,Lilastes 5,3,57.64,1.0,5.0,Hrušč.,Brick-Panel,All amenities
3114,8114,For sale,centrs,Tallinas 90,2,50.0,2.0,5.0,P. kara,Masonry,All amenities
3115,8115,For sale,Vecrīga,Republikas laukums 3,2,54.0,6.0,7.0,Jaun.,Panel,All amenities
3117,8117,For sale,Āgenskalns,Lielirbes 11,2,68.0,5.0,25.0,Jaun.,Brick-Panel,All amenities
3118,8118,For sale,Iļģuciems,Lilijas 21,2,53.0,7.0,7.0,Specpr.,Brick-Panel,All amenities
3119,8119,For sale,Āgenskalns,Trijādības 2,6,228.0,6.0,7.0,Jaun.,Masonry,All amenities
3120,8120,For sale,Āgenskalns,Daugavgrīvas 34,4,61.0,1.0,2.0,P. kara,Wood,All amenities
3121,8121,For sale,Zolitūde,Zolitūdes 34,3,75.0,12.0,16.0,104.,Panel,All amenities
3122,8122,For sale,Āgenskalns,Kalnciema 57a,2,43.0,1.0,4.0,Hrušč.,Brick,All amenities
3124,8124,For sale,Āgenskalns,Kalnciema 116c,2,40.0,3.0,4.0,Hrušč.,Brick,All amenities
3125,8125,For sale,Šampēteris-Pleskodāle,Kalnciema 116c,2,40.0,3.0,4.0,Hrušč.,Brick,All amenities
3126,8126,For sale,centrs,Rūpniecības 21,4,170.0,6.0,7.0,Jaun.,Brick-Panel,All amenities
3127,8127,For sale,Āgenskalns,Sabiles 8,4,101.0,3.0,3.0,Jaun.,Masonry,All amenities
3128,8128,For sale,Imanta,Jūrmalas g. 92,4,77.7,3.0,9.0,Jaun.,Panel,All amenities
3129,8129,For sale,Imanta,Jūrmalas g. 92,3,60.2,3.0,9.0,Jaun.,Panel,All amenities
3130,8130,For sale,Imanta,Jūrmalas g. 92,2,45.0,3.0,9.0,Jaun.,Panel,All amenities
3131,8131,For sale,centrs,Antonijas 15,2,35.0,2.0,5.0,P. kara,Masonry,All amenities
3132,8132,For sale,Imanta,Akāciju 2d,2,45.0,6.0,9.0,Jaun.,Panel,All amenities
3134,8134,For sale,Vecmīlgrāvis,Ledus 2,1,35.0,2.0,9.0,602.,Panel,All amenities
3140,8140,For sale,Ķengarags,Maskavas 275,2,47.0,10.0,12.0,Čehu pr.,Panel-Brick,All amenities
3143,8143,For sale,Vecmīlgrāvis,Emmas 1,3,58.0,3.0,5.0,Hrušč.,Brick,All amenities
3147,8147,For sale,centrs,Tērbatas 33,4,118.0,5.0,6.0,Renov.,Masonry,All amenities
3148,8148,For sale,centrs,Tērbatas 33,3,80.0,5.0,6.0,Renov.,Masonry,All amenities
3149,8149,For sale,centrs,Tērbatas 33,2,51.9,2.0,6.0,Renov.,Masonry,All amenities
3150,8150,For sale,centrs,Tērbatas 33,5,111.3,5.0,6.0,P. kara,Masonry,All amenities
3151,8151,For sale,Purvciems,Ūnijas 66,3,72.0,9.0,9.0,Specpr.,Brick,All amenities
3152,8152,For sale,Pļavnieki,J. Vācieša 2g,3,68.0,14.0,16.0,Specpr.,Panel,All amenities
3153,8153,For sale,Sarkandaugava,Sliežu 33,1,40.0,5.0,5.0,Specpr.,Brick,All amenities
3154,8154,For sale,Jugla,Juglas 10,2,91.0,4.0,9.0,Jaun.,Brick,All amenities
3155,8155,For sale,Mežaparks,Viestura pr. 95,3,117.0,10.0,11.0,Jaun.,Panel-Brick,All amenities
3157,8157,For sale,Ķengarags,Ikšķiles 4,2,44.0,1.0,5.0,LT proj.,Panel,All amenities
3158,8158,For sale,Vecmīlgrāvis,Emmas 28,6,179.0,2.0,4.0,Renov.,Panel-Brick,All amenities
3159,8159,For sale,Jugla,Silciema 15,2,49.0,2.0,5.0,Hrušč.,Panel,All amenities
3160,8160,For sale,Purvciems,Deglava 104,3,75.0,5.0,9.0,119.,Panel,All amenities
3162,8162,For sale,Sarkandaugava,Viestura pr. 77,2,46.0,5.0,5.0,103.,Brick-Panel,All amenities
3163,8163,For sale,Ķengarags,Maskavas 291 k-3,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
3164,8164,For sale,Ziepniekkalns,Valdeķu 52-4,3,62.0,9.0,9.0,602.,Panel,All amenities
3179,8179,For sale,centrs,Ieroču 1,2,83.0,5.0,6.0,Staļina,Masonry,Partial amenities
3181,8181,For sale,Teika,Ropažu 98,1,23.0,2.0,3.0,Staļina,Masonry,All amenities
3182,8182,For sale,Purvciems,Dzelzavas 2,3,91.8,2.0,2.0,P. kara,Brick,All amenities
3183,8183,For sale,Teika,Pēkšēna 11,2,39.0,1.0,2.0,P. kara,Wood,All amenities
3185,8185,For sale,centrs,Brīvības iela 1,3,75.0,5.0,5.0,P. kara,Masonry,All amenities
3187,8187,For sale,Teika,Ropažu 122 k-5,1,37.0,1.0,2.0,Staļina,Masonry,All amenities
